Top 200 'Chameleon' Words Analysis
==================================================

Chameleon words are those with the largest change in collocates
(measured by Jaccard distance between eras)

Rank  Word                 Jaccard Distance  
 954. ঘেরা                      1.00000000
 955. ভিখারি                    1.00000000
 956. সারিবদ্ধ                  1.00000000
 957. সুপরিকল্পিত               1.00000000
 958. নির্যাতিতা                1.00000000
 959. বিলম্বে                   1.00000000
 960. বাঁইচ্যা                  1.00000000
 961. আবা                       1.00000000
 962. ওদিকে                     1.00000000
 963. খাচ্ছিল                   1.00000000
 964. কিচ্ছু                    1.00000000
 965. অজানা                     1.00000000
 966. বইলে                      1.00000000
 967. নৈর্ব্যক্তিক              1.00000000
 968. কালীপদ                    1.00000000
 969. পোদ্দ                     1.00000000
 970. হযে                       1.00000000
 971. জমিদারী                   1.00000000
 972. জোগানো                    1.00000000
 973. কার্তিক                   1.00000000
 974. হবু                       1.00000000
 975. প্রাণ                     1.00000000
 976. নেপালে                    1.00000000
 977. লাখে                      1.00000000
 978. চিড়                      1.00000000
 979. পুষ্                      1.00000000
 980. মুই                       1.00000000
 981. হঠাত                      1.00000000
 982. মণ্ডলীর                   1.00000000
 983. নিক্ষেপ                   1.00000000
 984. আরাধ্য                    1.00000000
 985. নাইএ                      1.00000000
 986. উদ্যোক্তা                 1.00000000
 987. নৈশ                       1.00000000
 988. প্রতিজ্ঞা                 1.00000000
 989. মহাকাশযান                 1.00000000
 990. পিত                       1.00000000
 991. জেলা                      1.00000000
 992. শলাপরামর্শ                1.00000000
 993. রবার্ট                    1.00000000
 994. জিৎ                       1.00000000
 995. পারা                      1.00000000
 996. আলো                       1.00000000
 997. সঙ্গতি                    1.00000000
 998. নেমেছেন                   1.00000000
 999. অস্বাস্থ্যকর              1.00000000
1000. অঙ্গন                     1.00000000
1001. তোতা                      1.00000000
1002. ডেকের                     1.00000000
1003. শিলা                      1.00000000
1004. পিছপা                     1.00000000
1005. গোষ্ঠীর                   1.00000000
1006. নুপুর                     1.00000000
1007. অভিবাদন                   1.00000000
1008. জেলখানায়                 1.00000000
1009. গোলশূন্য                  1.00000000
1010. তিথির                     1.00000000
1011. ঘটনায়                    1.00000000
1012. হরি                       1.00000000
1013. কাছারী                    1.00000000
1014. পোলা                      1.00000000
1015. করাএসব                    1.00000000
1016. শাসনে                     1.00000000
1017. চলতে                      1.00000000
1018. সাধিত                     1.00000000
1019. বিরল                      1.00000000
1020. চিরকাল                    1.00000000
1021. তৃষা                      1.00000000
1022. ইদানীং                    1.00000000
1023. দোকানীর                   1.00000000
1024. শিরোমণি                   1.00000000
1025. মৌন                       1.00000000
1026. পারতেন                    1.00000000
1027. জুড়                      1.00000000
1028. চলি                       1.00000000
1029. জীপ                       1.00000000
1030. দানে                      1.00000000
1031. হালিশহর                   1.00000000
1032. খোঁজে                     1.00000000
1033. আস্তানা                   1.00000000
1034. বস্তু                     1.00000000
1035. মেটানো                    1.00000000
1036. আটজন                      1.00000000
1037. স্বেচ্ছায়                1.00000000
1038. ছোবলে                     1.00000000
1039. সান্ধ্য                   1.00000000
1040. প্রাইমারি                 1.00000000
1041. শুভ                       1.00000000
1042. ফরমে                      1.00000000
1043. গণেশ                      1.00000000
1044. অভিনয়                    1.00000000
1045. জেলখানা                   1.00000000
1046. দেবেন্দ্র                 1.00000000
1047. দারিদ্র                   1.00000000
1048. বদলালে                    1.00000000
1049. ভেড়া                     1.00000000
1050. হাতছানি                   1.00000000
1051. অসুবিধ                    1.00000000
1052. কেন্দে                    1.00000000
1053. তিথি                      1.00000000
1054. চালালো                    1.00000000
1055. সঙ্গীর                    1.00000000
1056. অন্যত্র                   1.00000000
1057. পাঁচসাত                   1.00000000
1058. ওইরকম                     1.00000000
1059. জন্তু                     1.00000000
1060. ভিক্ষে                    1.00000000
1061. টো                        1.00000000
1062. ওঁকে                      1.00000000
1063. একতা                      1.00000000
1064. পূর্বতন                   1.00000000
1065. পরিপা                     1.00000000
1066. বারি                      1.00000000
1067. চিন্তাভাবনা               1.00000000
1068. ডাঃ                       1.00000000
1069. মাবা                      1.00000000
1070. তর্কবিতর্ক                1.00000000
1071. ভুবনে                     1.00000000
1072. তালতলা                    1.00000000
1073. রোম                       1.00000000
1074. গার্গী                    1.00000000
1075. ঘোন                       1.00000000
1076. তিলোত্তমা                 1.00000000
1077. পরিষদ                     1.00000000
1078. এআর                       1.00000000
1079. ঔপন্যাসিক                 1.00000000
1080. কলিন                      1.00000000
1081. পেন্স                     1.00000000
1082. কার্ডবোর্ড                1.00000000
1083. প্রক্রিয়                 1.00000000
1084. দেশপ্রেমিক                1.00000000
1085. সভা                       1.00000000
1086. দুদশ                      1.00000000
1087. ঢুকতে                     1.00000000
1088. ফুক                       1.00000000
1089. শূন্যতা                   1.00000000
1090. সচকিত                     1.00000000
1091. চারদিন                    1.00000000
1092. প্রাঙ্গণে                 1.00000000
1093. হইলে                      1.00000000
1094. অত্যধিক                   1.00000000
1095. সাঁ                       1.00000000
1096. পড়াশুনা                  1.00000000
1097. সোজা                      1.00000000
1098. নয়া                      1.00000000
1099. কার্ড                     1.00000000
1100. আমির                      1.00000000
1101. রিল্যাক্স                 1.00000000
1102. রেঞ্জ                     1.00000000
1103. তালাবন্ধ                  1.00000000
1104. বুঝবো                     1.00000000
1105. আমদানী                    1.00000000
1106. বাই                       1.00000000
1107. জ্যেষ্ঠ                   1.00000000
1108. তদুপরি                    1.00000000
1109. চেয়ারম্যান               1.00000000
1110. তিনবেলা                   1.00000000
1111. ব্যাধির                   1.00000000
1112. ত্রাস                     1.00000000
1113. বিপাশা                    1.00000000
1114. সতেজ                      1.00000000
1115. ফন্দিবাজ                  1.00000000
1116. শৌখিন                     1.00000000
1117. ডেই                       1.00000000
1118. রণধীর                     1.00000000
1119. জোগাবে                    1.00000000
1120. ট্রামে                    1.00000000
1121. প্রবন্ধে                  1.00000000
1122. অভাববোধ                   1.00000000
1123. ছাউনির                    1.00000000
1124. চিন্তাশীল                 1.00000000
1125. দেখাচ্ছি                  1.00000000
1126. সন্মান                    1.00000000
1127. পদত্যাগ                   1.00000000
1128. প্লাটফর্ম                 1.00000000
1129. লিমিটেড                   1.00000000
1130. সাইমুন                    1.00000000
1131. চলিশ                      1.00000000
1132. কথাবার্তার                1.00000000
1133. উপকার                     1.00000000
1134. পালা                      1.00000000
1135. থাকেনি                    1.00000000
1136. পরিতোষ                    1.00000000
1137. সুপ্রাচীন                 1.00000000
1138. মির্জাপুর                 1.00000000
1139. বেজ                       1.00000000
1140. ভালবাসা                   1.00000000
1141. ওঠানো                     1.00000000
1142. পশুপাখির                  1.00000000
1143. শক্তির                    1.00000000
1144. ঝাপ                       1.00000000
1145. খুঁজবো                    1.00000000
1146. আগ্                       1.00000000
1147. পোষণ                      1.00000000
1148. বৈরিতা                    1.00000000
1149. লেখাপড়া                  1.00000000
1150. মূর্খ                     1.00000000
1151. কূট                       1.00000000
1152. জীবনানন্দ                 1.00000000
1153. শোধন                      1.00000000
1154. গণ্ডি                     1.00000000
1155. উঠতে                      1.00000000
1156. বেশিদিন                   1.00000000
1157. গুটা                      1.00000000
1158. অনুষ                      1.00000000
1159. যাপিত                     1.00000000
1160. নির্ণয়                   1.00000000
1161. মুকুট                     1.00000000
1162. খুনী                      1.00000000
1163. বিশদ                      1.00000000
1164. আশুতোষ                    1.00000000
1165. রোমে                      1.00000000
1166. শুদ্ধতা                   1.00000000
1167. নারকেলের                  1.00000000
1168. কার্যকর                   1.00000000
1169. নিতা                      1.00000000
1170. মামলায়                   1.00000000
1171. অভ্যুত্থান                1.00000000
1172. উদিত                      1.00000000
1173. ম্যারাথন                  1.00000000
1174. থামবে                     1.00000000
1175. ঘুরপাক                    1.00000000
1176. বিচ্ছেদ                   1.00000000
1177. লাইসেন্স                  1.00000000
1178. কলকাঠি                    1.00000000
1179. রাখবে                     1.00000000
1180. সোবার্স                   1.00000000
1181. হলোভারত                   1.00000000
1182. পরিস্ক                    1.00000000
1183. পেয়েছি                   1.00000000
1184. আদেশ                      1.00000000
1185. নিহত                      1.00000000
1186. মথু                       1.00000000
1187. সম্প্রীতি                 1.00000000
1188. বসু                       1.00000000
1189. বৈদ্য                     1.00000000
1190. অপরজন                     1.00000000
1191. অস্ত                      1.00000000
1192. মারছি                     1.00000000
1193. কারাদণ্ড                  1.00000000
1194. উদ্যম                     1.00000000
1195. মনোভাব                    1.00000000
1196. রুল                       1.00000000
1197. পঁচিশ                     1.00000000
1198. বিশ্বজনীন                 1.00000000
1199. অজুহাত                    1.00000000
1200. এন্ত                      1.00000000
1201. আলোচিত                    1.00000000
1202. অরক্ষিত                   1.00000000
1203. নাট্যগোষ্ঠী               1.00000000
1204. বিক্রেতা                  1.00000000
1205. গ্রাস                     1.00000000
1206. সফলতা                     1.00000000
1207. পুনম                      1.00000000
1208. জমানোর                    1.00000000
1209. মধ্যস্থতা                 1.00000000
1210. ভাবুন                     1.00000000
1211. ইটপাটকেল                  1.00000000
1212. সূত্রপাত                  1.00000000
1213. লালমা                     1.00000000
1214. সবচাইতে                   1.00000000
1215. বাঁচবে                    1.00000000
1216. চর্বি                     1.00000000
1217. অন্যদেশের                 1.00000000
1218. ইন্টারভিউ                 1.00000000
1219. লতা                       1.00000000
1220. হাতছাড়া                  1.00000000
1221. পাঠাতে                    1.00000000
1222. উইল                       1.00000000
1223. স্বাক্ষর                  1.00000000
1224. তাতা                      1.00000000
1225. লোকসমাগম                  1.00000000
1226. চাক্তি                    1.00000000
1227. নবনির্মিত                 1.00000000
1228. দোকানদ                    1.00000000
1229. সাট                       1.00000000
1230. চাঞ্চল্যকর                1.00000000
1231. লাইট                      1.00000000
1232. টেক                       1.00000000
1233. দশা                       1.00000000
1234. জো                        1.00000000
1235. প্রদর্শনীর                1.00000000
1236. ঘটালো                     1.00000000
1237. জাদুকর                    1.00000000
1238. প্রশ্নোত্তর               1.00000000
1239. গণীর                      1.00000000
1240. তান                       1.00000000
1241. বিশেষজ্ঞগণ                1.00000000
1242. ঝিমঝিম                    1.00000000
1243. স্টিয়ারিং                1.00000000
1244. পারছিনা                   1.00000000
1245. কুশিক্ষা                  1.00000000
1246. অভিযুক্ত                  1.00000000
1247. লাইব্রেরির                1.00000000
1248. অভ্যুত্থানে               1.00000000
1249. দুঃস্বপ্ন                 1.00000000
1250. বিরাগ                     1.00000000
1251. রোমহর্ষক                  1.00000000
1252. পাসক                      1.00000000
1253. মধুমিতা                   1.00000000
1254. স্বভাবত                   1.00000000
1255. আলতোভাবে                  1.00000000
1256. ঈদ                        1.00000000
1257. কপাল                      1.00000000
1258. নামবে                     1.00000000
1259. কষ্টসাধ্য                 1.00000000
1260. বর্ষাকালে                 1.00000000
1261. রিভ                       1.00000000
1262. মলা                       1.00000000
1263. হলদেট                     1.00000000
1264. প্রহরায়                  1.00000000
1265. সর্বনাশ                   1.00000000
1266. শুম                       1.00000000
1267. কোনদি                     1.00000000
1268. ভক্তি                     1.00000000
1269. ভিনি                      1.00000000
1270. শোকাবহ                    1.00000000
1271. আমত                       1.00000000
1272. ওমর                       1.00000000
1273. তুলসীর                    1.00000000
1274. জিয়া                     1.00000000
1275. বসেছিল                    1.00000000
1276. সেতু                      1.00000000
1277. শ্বাসরোধ                  1.00000000
1278. বিকিনি                    1.00000000
1279. লালু                      1.00000000
1280. খায়                      1.00000000
1281. পোপ                       1.00000000
1282. কেরোসিনের                 1.00000000
1283. আমাগো                     1.00000000
1284. চক্রান্                   1.00000000
1285. পাইল                      1.00000000
1286. ব্যাংকিং                  1.00000000
1287. উত্তেজনা                  1.00000000
1288. লাগালে                    1.00000000
1289. পাঠিয়েছেন                1.00000000
1290. রাশিয়ান                  1.00000000
1291. উঠুক                      1.00000000
1292. ফ্যাট                     1.00000000
1293. শীর্ষ                     1.00000000
1294. অ্যালবাম                  1.00000000
1295. হিস্যা                    1.00000000
1296. তলে                       1.00000000
1297. ইংরাজি                    1.00000000
1298. ঝড়ে                      1.00000000
1299. খুশির                     1.00000000
1300. বোঝ                       1.00000000
1301. ঋণী                       1.00000000
1302. ডাক্তারী                  1.00000000
1303. স্বাধীনভাবে               1.00000000
1304. সারেঙ্গি                  1.00000000
1305. অবস্থিতি                  1.00000000
1306. উপহাস                     1.00000000
1307. মধ্যরাত                   1.00000000
1308. পাঠাত                     1.00000000
1309. সম্পদশালী                 1.00000000
1310. কারাগারে                  1.00000000
1311. অভ্যেস                    1.00000000
1312. কারণটা                    1.00000000
1313. অব্যবহৃত                  1.00000000
1314. সুলভ                      1.00000000
1315. জাম                       1.00000000
1316. ঠেলাঠে                    1.00000000
1317. বাচ্চাকাচ্চা              1.00000000
1318. বিনাশ                     1.00000000
1319. মতি                       1.00000000
1320. বাঁচলো                    1.00000000
1321. কন্যাকে                   1.00000000
1322. ঝামেলায়                  1.00000000
1323. দুবল                      1.00000000
1324. দুবে                      1.00000000
1325. নিপাত                     1.00000000
1326. ক্যামেরার                 1.00000000
1327. স্থাপন                    1.00000000
1328. কঠোরভাবে                  1.00000000
1329. উল্লাসে                   1.00000000
1330. আয়                       1.00000000
1331. সাবধানত                   1.00000000
1332. ফলা                       1.00000000
1333. বিবেকবুদ্ধি               1.00000000
1334. ইংরেজ                     1.00000000
1335. যাচ্ছিলো                  1.00000000
1336. গর্ভবতী                   1.00000000
1337. ফরে                       1.00000000
1338. এসেছিল                    1.00000000
1339. মৌসুমী                    1.00000000
1340. কাটত                      1.00000000
1341. গড়লে                     1.00000000
1342. মিলটন                     1.00000000
1343. ছেলেখেলার                 1.00000000
1344. ফুটত                      1.00000000
1345. এফএ                       1.00000000
1346. ধ্যানধারণা                1.00000000
1347. রেখো                      1.00000000
1348. ডাক                       1.00000000
1349. চেষ্টায়                  1.00000000
1350. নিরপেক্ষভাবে              1.00000000
1351. সিঙ্গাপুরে                1.00000000
1352. বিকাশ                     1.00000000
1353. ফিজি                      1.00000000
1354. ধরতে                      1.00000000
1355. তিনচারশ                   1.00000000
1356. পল্লীর                    1.00000000
1357. শুভঙ্কর                   1.00000000
1358. ভূল                       1.00000000
1359. সিত                       1.00000000
1360. নিরবিচ্ছিন্ন              1.00000000
1361. পরিহিত                    1.00000000
1362. চেতন                      1.00000000
1363. গৃহযুদ্ধ                  1.00000000
1364. তিরিশ                     1.00000000
1365. ক্যামেরাটা                1.00000000
1366. অশ্রু                     1.00000000
1367. প্রাধান্য                 1.00000000
1368. ম্লান                     1.00000000
1369. ফুরিয়ে                   1.00000000
1370. সম্পূর্ণরূপে              1.00000000
1371. একহাত                     1.00000000
1372. বাড়াতে                   1.00000000
1373. পাকিস্থান                 1.00000000
1374. কেনাকা                    1.00000000
1375. ৮ই                        1.00000000
1376. ভাষণ                      1.00000000
1377. মধ্যরা                    1.00000000
1378. খিদিরপুর                  1.00000000
1379. অভিযাত্রী                 1.00000000
1380. প্রয়াস                   1.00000000
1381. এক্কেবারে                 1.00000000
1382. পরবো                      1.00000000
1383. ফ্লোরে                    1.00000000
1384. এস্টেট                    1.00000000
1385. হিংসা                     1.00000000
1386. সান                       1.00000000
1387. দোলে                      1.00000000
1388. ইন্দোর                    1.00000000
1389. প্যাড                     1.00000000
1390. লিন                       1.00000000
1391. ফিরলো                     1.00000000
1392. সাগর                      1.00000000
1393. দোকানপাট                  1.00000000
1394. কান্ট                     1.00000000
1395. স্পা                      1.00000000
1396. রাত্রিযাপন                1.00000000
1397. সনে                       1.00000000
1398. অদ্যাবধি                  1.00000000
1399. অপ্রকাশিত                 1.00000000
1400. টাইপ                      1.00000000
1401. পারিনা                    1.00000000
1402. উচ্চাঙ্গ                  1.00000000
1403. হতা                       1.00000000
1404. ইনক                       1.00000000
1405. পকেটমার                   1.00000000
1406. নো                        1.00000000
1407. অর্ধে                     1.00000000
1408. মোঃ                       1.00000000
1409. পাখির                     1.00000000
1410. সতর্কবাণী                 1.00000000
1411. আহ্বান                    1.00000000
1412. উঠলে                      1.00000000
1413. টিউব                      1.00000000
1414. নভেল                      1.00000000
1415. ঘেঁষা                     1.00000000
1416. তীব্রতা                   1.00000000
1417. নিভৃ                      1.00000000
1418. সেকেন্ড                   1.00000000
1419. পাকানো                    1.00000000
1420. বীথিকা                    1.00000000
1421. পৌছবে                     1.00000000
1422. হানি                      1.00000000
1423. রোদের                     1.00000000
1424. পুত্রবধূর                 1.00000000
1425. পয়লা                     1.00000000
1426. অক্ষত                     1.00000000
1427. লুক                       1.00000000
1428. সেলা                      1.00000000
1429. গিরগি                     1.00000000
1430. মুরগির                    1.00000000
1431. কাউকে                     1.00000000
1432. বস্তি                     1.00000000
1433. মতিগতি                    1.00000000
1434. দারোগার                   1.00000000
1435. বাওয়া                    1.00000000
1436. কাতারে                    1.00000000
1437. ভেতরক                     1.00000000
1438. স্মৃতি                    1.00000000
1439. চলাফে                     1.00000000
1440. দেশরক্ষ                   1.00000000
1441. টেপা                      1.00000000
1442. খেলাধুল                   1.00000000
1443. সর্বশক্তি                 1.00000000
1444. প্রবাহ                    1.00000000
1445. বাজানো                    1.00000000
1446. বাঁচ                      1.00000000
1447. শাষ                       1.00000000
1448. মুনির                     1.00000000
1449. অন্তরায়                  1.00000000
1450. সূর্যকুম                  1.00000000
1451. সুটা                      1.00000000
1452. পার্বত্য                  1.00000000
1453. হিন্দুস্তান               1.00000000
1454. বিবেচনা                   1.00000000
1455. অতিক্রান্ত                1.00000000
1456. সেপ                       1.00000000
1457. অংক                       1.00000000
1458. চারতল                     1.00000000
1459. ধনকুব                     1.00000000
1460. ঝুঁকির                    1.00000000
1461. আলিগড়                    1.00000000
1462. হইল                       1.00000000
1463. হঠে                       1.00000000
1464. জির                       1.00000000
1465. ফুলবাগান                  1.00000000
1466. কুলুপ                     1.00000000
1467. অনুসারে                   1.00000000
1468. বদনে                      1.00000000
1469. পরিধান                    1.00000000
1470. রাজকুমারীর                1.00000000
1471. ভৈর                       1.00000000
1472. প্রমাণাদি                 1.00000000
1473. আইনসিদ্ধ                  1.00000000
1474. দুষ্ট                     1.00000000
1475. চেষ্ট                     1.00000000
1476. অধীনস্থ                   1.00000000
1477. ভঙ্গকারী                  1.00000000
1478. নেপচুন                    1.00000000
1479. জিম                       1.00000000
1480. দুদু                      1.00000000
1481. বিনে                      1.00000000
1482. আজেবাজে                   1.00000000
1483. অনিচ্ছা                   1.00000000
1484. ইন্টারেস্ট                1.00000000
1485. বাঁচে                     1.00000000
1486. করেনা                     1.00000000
1487. গুণগত                     1.00000000
1488. সেলের                     1.00000000
1489. চ্যালেঞ্জ                 1.00000000
1490. ক্যাচ                     1.00000000
1491. কামা                      1.00000000
1492. ইচ্ছাবিরুদ্ধ              1.00000000
1493. ব্যবহারে                  1.00000000
1494. তুলেছিলো                  1.00000000
1495. ব্যাংক                    1.00000000
1496. উর্দু                     1.00000000
1497. একেবারে                   1.00000000
1498. জামি                      1.00000000
1499. বরকনে                     1.00000000
1500. স্বরূপ                    1.00000000
1501. ছেলেকে                    1.00000000
1502. এইটুকু                    1.00000000
1503. ধীরস্থির                  1.00000000
1504. জঞ্জাল                    1.00000000
1505. নামাঙ্কিত                 1.00000000
1506. হাফ                       1.00000000
1507. আমন                       1.00000000
1508. খুলি                      1.00000000
1509. বাদশ                      1.00000000
1510. সারাজীবনে                 1.00000000
1511. দালাল                     1.00000000
1512. প্রতিবাদকারী              1.00000000
1513. পদদলিত                    1.00000000
1514. ছোটোখাটো                  1.00000000
1515. চলাচল                     1.00000000
1516. শ্যাম                     1.00000000
1517. নেন                       1.00000000
1518. দুরত্ব                    1.00000000
1519. এফেক্ট                    1.00000000
1520. অভিনয়ে                   1.00000000
1521. লজ্জা                     1.00000000
1522. গিরিশ                     1.00000000
1523. বারানসী                   1.00000000
1524. বার্ধক্য                  1.00000000
1525. ভাবেনি                    1.00000000
1526. বাতিল                     1.00000000
1527. কোনোটিতে                  1.00000000
1528. প্রহার                    1.00000000
1529. আবেগপ্রবণ                 1.00000000
1530. খুললো                     1.00000000
1531. চৌকিদার                   1.00000000
1532. নিথর                      1.00000000
1533. বাস্তবিক                  1.00000000
1534. বারুদ                     1.00000000
1535. অনর্গল                    1.00000000
1536. মিটিংএ                    1.00000000
1537. জ্যোৎস্না                 1.00000000
1538. নীর                       1.00000000
1539. সমবেদন                    1.00000000
1540. ফেরালে                    1.00000000
1541. মহাকাশে                   1.00000000
1542. সাধে                      1.00000000
1543. শান্ত                     1.00000000
1544. একটুআধটু                  1.00000000
1545. অভুক্ত                    1.00000000
1546. উদ্রেক                    1.00000000
1547. ভট্টাচার্য                1.00000000
1548. আন্                       1.00000000
1549. গৃহবধূর                   1.00000000
1550. ক্ষমতাবলে                 1.00000000
1551. মহামান্য                  1.00000000
1552. পীর                       1.00000000
1553. নির্জনে                   1.00000000
1554. পলাতক                     1.00000000
1555. এডিনবর                    1.00000000
1556. অনিবার্য                  1.00000000
1557. কম্পাউন্ড                 1.00000000
1558. নিদারুণ                   1.00000000
1559. লুইস                      1.00000000
1560. রুচি                      1.00000000
1561. অপরাজিতা                  1.00000000
1562. সুখী                      1.00000000
1563. মস্কো                     1.00000000
1564. প্যাক                     1.00000000
1565. ফরাজী                     1.00000000
1566. ওরাও                      1.00000000
1567. নগরে                      1.00000000
1568. পল্লীবাসী                 1.00000000
1569. বাড়লে                    1.00000000
1570. সুদূর                     1.00000000
1571. এতদিন                     1.00000000
1572. সাততলা                    1.00000000
1573. ফুলগা                     1.00000000
1574. পতাকা                     1.00000000
1575. রান্নাবান্ন               1.00000000
1576. ঘুঘু                      1.00000000
1577. সুখকর                     1.00000000
1578. অভিজ্ঞ                    1.00000000
1579. উড়িয়ে                   1.00000000
1580. ডিজেলের                   1.00000000
1581. মনুষ্য                    1.00000000
1582. রেখেছেন                   1.00000000
1583. বিদ্যমান                  1.00000000
1584. সপ্তাহব্যাপী              1.00000000
1585. কিনেছি                    1.00000000
1586. চৌকি                      1.00000000
1587. খুচরো                     1.00000000
1588. অনভিজ্ঞ                   1.00000000
1589. পিচ্ছিল                   1.00000000
1590. পবিত্রতা                  1.00000000
1591. জলপ্রবাহ                  1.00000000
1592. চামেলী                    1.00000000
1593. পরিদর্শক                  1.00000000
1594. রেলওয়ে                   1.00000000
1595. মরোক্কো                   1.00000000
1596. পাথুরে                    1.00000000
1597. সিরাপ                     1.00000000
1598. অলি                       1.00000000
1599. নিরক্ষর                   1.00000000
1600. উদ্বোধন                   1.00000000
1601. আরমানি                    1.00000000
1602. বাড়ে                     1.00000000
1603. ভৌমিক                     1.00000000
1604. মস্তিস্ক                  1.00000000
1605. শৈশব                      1.00000000
1606. পাইক                      1.00000000
1607. ভিত                       1.00000000
1608. বেড়াল                    1.00000000
1609. ফেরান                     1.00000000
1610. চূর্ণ                     1.00000000
1611. কুশল                      1.00000000
1612. কফি                       1.00000000
1613. আন্দাজ                    1.00000000
1614. প্যারিস                   1.00000000
1615. আবিষ্কারে                 1.00000000
1616. পাইলে                     1.00000000
1617. চবি                       1.00000000
1618. ফাঁসি                     1.00000000
1619. জ্ঞান                     1.00000000
1620. মিং                       1.00000000
1621. মেম্বর                    1.00000000
1622. ইঞ্চিতে                   1.00000000
1623. শুনিনি                    1.00000000
1624. জাগানো                    1.00000000
1625. সমাধি                     1.00000000
1626. শিক্ষকরা                  1.00000000
1627. মঞ্জুরী                   1.00000000
1628. বোদ্ধা                    1.00000000
1629. ক্রমাগত                   1.00000000
1630. প্রতিপত্তি                1.00000000
1631. গরাদ                      1.00000000
1632. পড়বে                     1.00000000
1633. স্বীকৃত                   1.00000000
1634. মহারাণী                   1.00000000
1635. কণিকা                     1.00000000
1636. পথিকৃৎ                    1.00000000
1637. অরি                       1.00000000
1638. শনির                      1.00000000
1639. প্রুফ                     1.00000000
1640. কোমল                      1.00000000
1641. হলো৷                      1.00000000
1642. সম্মুখীন                  1.00000000
1643. খাক                       1.00000000
1644. থাকে৷                     1.00000000
1645. উপলব্ধি                   1.00000000
1646. মন্ত্রে                   1.00000000
1647. মান্ন                     1.00000000
1648. ভাইরা                     1.00000000
1649. মাইক্রোফোন                1.00000000
1650. আঁধ                       1.00000000
1651. পরিচালন                   1.00000000
1652. প্রসিদ্ধ                  1.00000000
1653. রাহুল                     1.00000000
1654. রেখেছিল                   1.00000000
1655. আঙ্গুলে                   1.00000000
1656. কৃতী                      1.00000000
1657. গৃহপালিত                  1.00000000
1658. স্তম্ভিত                  1.00000000
1659. নৌকায়                    1.00000000
1660. এক্ষেত্রে                 1.00000000
1661. সাক্ষাৎ                   1.00000000
1662. হাটুরে                    1.00000000
1663. একবাক্যে                  1.00000000
1664. ভ্যান                     1.00000000
1665. অভিষেকের                  1.00000000
1666. বরফে                      1.00000000
1667. নান                       1.00000000
1668. যতকাল                     1.00000000
1669. দোলা                      1.00000000
1670. হবেতা                     1.00000000
1671. জিন                       1.00000000
1672. কলকাতায়                  1.00000000
1673. এবছর                      1.00000000
1674. স্বপক্ষে                  1.00000000
1675. বর্মা                     1.00000000
1676. বাইট                      1.00000000
1677. যুক্তরাষ্ট্র              1.00000000
1678. অপরদি                     1.00000000
1679. টেবিলে                    1.00000000
1680. জনপদে                     1.00000000
1681. হরিদাস                    1.00000000
1682. রেষারেষি                  1.00000000
1683. কাশ্যপ                    1.00000000
1684. মাপলে                     1.00000000
1685. সূত্রে                    1.00000000
1686. মিনি                      1.00000000
1687. তাড়াহুড়ো                1.00000000
1688. সময়কালীন                 1.00000000
1689. প্রসিকিউশন                1.00000000
1690. ওস্তাদ                    1.00000000
1691. অমূলক                     1.00000000
1692. উজানে                     1.00000000
1693. অবগত                      1.00000000
1694. অংশগ্রহণ                  1.00000000
1695. কিম                       1.00000000
1696. সোজাসুজি                  1.00000000
1697. লীলাভূমি                  1.00000000
1698. হাসিব                     1.00000000
1699. কোনোরকম                   1.00000000
1700. সরা                       1.00000000
1701. জুটলে                     1.00000000
1702. সেদেশের                   1.00000000
1703. এখানক                     1.00000000
1704. তফাৎ                      1.00000000
1705. জয়দেব                    1.00000000
1706. দর্শনার্থীর               1.00000000
1707. বালতি                     1.00000000
1708. বিপর্যস্ত                 1.00000000
1709. মামা                      1.00000000
1710. চোখেমুখে                  1.00000000
1711. দিল্লী                    1.00000000
1712. তাকালে                    1.00000000
1713. হের                       1.00000000
1714. চালি                      1.00000000
1715. বৈশাখ                     1.00000000
1716. ঝলমলে                     1.00000000
1717. টেস্টে                    1.00000000
1718. বইপত্র                    1.00000000
1719. পুঁথি                     1.00000000
1720. সবদি                      1.00000000
1721. শিক                       1.00000000
1722. লুট                       1.00000000
1723. দেখানো                    1.00000000
1724. লেজের                     1.00000000
1725. দেবু                      1.00000000
1726. খেলনা                     1.00000000
1727. স্টেশনমাস্                1.00000000
1728. মল্লিক                    1.00000000
1729. হাফপ্যান্ট                1.00000000
1730. শিট                       1.00000000
1731. উগরে                      1.00000000
1732. পিসি                      1.00000000
1733. স্ত্রী                    1.00000000
1734. সমৃদ্ধির                  1.00000000
1735. পহেলা                     1.00000000
1736. কমা                       1.00000000
1737. আমেজ                      1.00000000
1738. চাদে                      1.00000000
1739. পুঁত                      1.00000000
1740. বারিধা                    1.00000000
1741. এভাবে                     1.00000000
1742. শিক্ষালাভ                 1.00000000
1743. সৌজন্যে                   1.00000000
1744. চিত্                      1.00000000
1745. দেবাশিষ                   1.00000000
1746. স্বদেশী                   1.00000000
1747. বাইর                      1.00000000
1748. হইচই                      1.00000000
1749. ইন্দিরা                   1.00000000
1750. একটিবার                   1.00000000
1751. এককাল                     1.00000000
1752. অভিষিক্ত                  1.00000000
1753. বুঝত                      1.00000000
1754. বাচা                      1.00000000
1755. সম্পাদন                   1.00000000
1756. নিপুণ                     1.00000000
1757. বিনীত                     1.00000000
1758. দ্রব্যাদি                 1.00000000
1759. সাবধান                    1.00000000
1760. জানাতে                    1.00000000
